Rating,Working Capital,Column2,Column3,Column4,Column5,Quick Ratio,Column6,Column7,Column8,Column9,EPS,Column10,Column11,Column12,Column13,PE Ratio,Column14,Column15,Column16,Column17,Short to Long Term Debt,Column18,Column19,Column20,Column21,ROE,Column22,Column23,Column24,Column25,Current,Column26,Column27,Column28,Column29,Net Project Margin,Column30,Column31,Column32,Column33,Ave 30 day Volume,Ave 6 month Volume,Ave 3 month Volume,Volume 5day ave,PX 1 Yr Ago,PX 6 Months Ago,PX 3m ago,PX 1 Day ago
4,1695,1210,1349,1690,3543,0.96,0.94,0.97,0.99,1.11,1.28,1.95,2.03,-0.12,1.12,15.77,14.54,16.29,15.52,12.79,25751,25892,26464,28167,31620,189.44,141.3,115.5,141.22,126.93,1.13,1.09,1.11,1.11,1.22,6.47,9.34,9.55,-0.52,5.35,1212732.88,1287761.25,1226162.5,1170138,102.42,116.2,95.68,114.36
4,3664,4161,3503,3127,2808,0.83,0.9,0.82,0.78,0.75,4.22,4.29,3.99,1.98,3.42,9.91,10.68,10.33,12.13,10.1,2848,2669,3118,2868,3835,32.59,33.5,33.85,30.43,28.32,1.57,1.66,1.52,1.5,1.4,11.04,10.85,10.78,5.38,10.2,367027.78,403780.9063,345409.5625,355659.1875,169.15,174.13,142.12,173.45
4,2478.3,2169.2,2109.6,2078.5,3347.3,1.61,1.31,1.26,1.24,1.81,0.9,0.97,0.95,1.07,0.81,25.64,24.59,25.05,28.36,19.85,3740.9,4152.8,4135.6,3806.1,5092.4,30.04,30.61,28.77,27.02,26.55,2.5,2.06,1.99,1.97,2.54,13.66,14.31,13.34,14.82,13,506904.16,545799.3125,494072.0313,571108.625,98.32,107.53,75.34,95.87
5,20668,4166,4072,1653,1847,0.9,0.91,0.92,0.64,0.66,0.68,-0.76,0.5,0.24,-0.83,34.87,29.38,25.71,26.16,13.28,45280,17767,18184,18001,18130,3.38,1.33,1.15,0.73,-0.97,1.72,1.65,1.62,1.2,1.22,9.62,-10.44,6.86,3.38,-11.8,1807546.38,2072038.625,1771879.125,1725618.25,73.74,61.72,35.39,53.72
4,-1173,-2716,-933,-2816,2190,0.68,0.61,0.72,0.6,0.89,1.01,1.45,1.5,1.27,0.96,22.08,23.74,24.96,24.48,21.12,33198,32656,34047,33628,41243,100.32,106.37,101.58,49.92,52.33,0.94,0.86,0.95,0.86,1.1,10.97,12.37,12.22,8.56,9.64,2587735.75,2576758,2459856.75,2130295.25,133.02,136.15,131.16,132.85
4,3290,2895,2556,3942,3755,1.12,0.96,0.83,1.21,1.17,0.61,0.09,0.4,0.01,-0.16,19,18.04,16.22,17.34,12.83,6679,7245,7310,8532,8462,17.57,12.44,10.07,7.82,2.54,2.08,1.85,1.71,2.12,2.18,17.75,3.13,11.49,1.14,-4.02,2101767.75,1715865,1661192.875,2081166.375,33.61,29.68,19.71,26
5,-5213,-2988,-3687,-9913,6407,0.73,0.74,0.73,0.67,0.88,1.5,1.68,1.62,-0.16,0.17,5.69,6.08,6.06,7.57,5.07,108158,107616,105709,104563,126500,23.95,22.74,21.2,16.32,11.64,0.94,0.96,0.96,0.88,1.07,6.18,6.71,6.63,-0.63,0.9,3574475.75,3638221.5,3497953.75,3286973.5,38.5,35.84,19.55,25.24
4,10800.9,10628.9,10883.9,11458.4,11673.2,0.38,0.44,0.78,0.78,0.73,0.94,1.28,1.37,1.17,1.32,10.24,10.53,12.37,11.47,6.83,3622.4,3450.6,3399.4,3820.9,4347.1,17.75,17.32,17.03,18.22,19.11,6.84,6.43,6.69,6.63,6.59,8.51,9.68,10.03,10.73,10.73,1024274.5,1249500.375,1065630.625,836377.1875,43.48,53.41,36.85,54.07
3,7249,6786,10199,3749,5956,1.21,1.15,1.63,0.79,1.02,1.54,1.95,2.75,1.68,2.24,21.42,18.24,17.29,18.89,14.72,17156,16672,20264,21299,23342,54.53,48,47.24,46.02,50.09,2.02,1.93,2.3,1.41,1.65,11.33,13.79,19.81,11.95,16,1069527.88,1248858.75,1101490.25,752814.625,172,178.62,140.7,157.04
4,7746,8621,9218,8959,9721,1.32,1.36,1.51,1.47,1.29,4.18,6.96,5.16,3.87,3.58,17.87,15.37,14.65,21.8,18.04,6698,6375,6781,6339,8124,16.81,22.69,22.98,24.39,22.54,1.65,1.75,1.83,1.82,1.66,3.51,5.79,4.24,3.14,2.5,265732.53,301348.2813,258612.1406,255334.5938,264.65,370.55,327.47,391.89
4,1394.54,869.19,836.51,748.42,730.89,0.75,0.57,0.56,0.44,0.54,1.21,1.16,1.15,1.04,1.29,21.85,23.05,24.97,25.76,18.91,312.44,3363.98,3358.74,3473.58,3487.9,49.96,49.72,49.8,50.94,49.84,1.69,1.34,1.31,1.26,1.27,10.75,11.09,10.37,9.64,10.34,1395859.13,1245766.875,1254648,1752095.25,100.88,117.43,87.18,88.58
3,21958,20017,16667,15915,29782,1.06,1.04,1,0.99,1.14,0.29,0.04,0.11,-0.42,-0.5,7.12,7.75,7.44,7.81,9.22,158390,157274,155378,156721,168693,8.48,5.98,4.46,0.14,-9.36,1.22,1.2,1.17,1.16,1.32,2.84,0.38,1.15,-4.21,-5.81,18753028,18312526,17632956,18422002,10.2,9.16,4.53,6.05
4,1579,1728,2014,2162,1756,0.78,0.81,0.92,0.9,0.82,1.3,2.25,1.11,0.08,-1.37,14.73,17.22,16.81,17.53,11.78,3982,4036,3965,4492,4821,29.06,31.15,17.23,15.33,7.33,1.41,1.47,1.57,1.64,1.44,12.87,22.34,11.27,0.82,-14.27,566018.5,574002.0625,514591.3125,430244.1875,95.39,94.71,65.62,80.88
4,24627,24766,18794,20537,18071,3.32,3.41,2.74,2.86,2.78,1.55,1.48,-0.92,2.13,1.23,11.6,12.1,11.4,12.15,13.87,27082,26637,25300,25318,24097,27.7,26.89,12.39,24.53,22.55,3.62,3.76,2.96,3.1,3.04,37.4,33.07,-20.79,45.86,27.96,3997393.75,5535589.5,5138658,3532241.75,68.53,65.65,77.73,76.35
4,438,1132,1163,856,92,0.64,0.72,0.75,0.69,0.66,0.85,0.98,1.17,0.53,0.85,19.49,18.67,18.05,21.04,13.01,6337,6213,5721,6518,8202,27.19,25.7,26.85,26.02,26.98,1.07,1.18,1.19,1.14,1.01,11.38,12.9,14.42,7.85,12.42,996343.13,1197251.25,1042776.375,975730,65.4,77.05,49.39,61.65
4,-167.8,-185.6,-2149.1,-545.4,-218.4,0.75,0.76,0.63,0.76,0.74,1.81,1.79,1.75,1.53,1.04,10.33,10.56,10.02,11.52,10.04,10241.9,10676.9,10898.4,11261.6,11138.5,26.16,25.76,25.45,26.1,22.6,0.98,0.98,0.79,0.94,0.97,9.7,9.35,9.55,8.69,6.96,812000.75,960742.125,916689.625,948212,68.64,78.44,64.94,75.68
4,1821.8,1809.8,1860.6,2013.3,1858.6,4.44,3.76,4.06,4.85,3.98,1.23,0.83,1.23,1.51,1.07,12.87,12.81,14.15,22.34,17.19,0,0,0,160.2,172.6,26.28,22.69,20.77,19.89,19.28,6.39,5.56,5.97,7.04,6.13,26.41,18.79,25.45,28.69,23.64,878061.19,984222.75,858918.25,788844.8125,80.33,116.56,89.8,128.42
5,13929,14715,16270,15416,14217,1.37,1.39,1.45,1.41,1.26,6.03,4.44,4.64,3.62,6.03,18.47,17.69,14.11,16.36,12.01,20036,19995,20870,20725,22679,13.99,13.69,14.22,15.95,15.49,1.61,1.64,1.7,1.65,1.53,6.29,4.47,4.44,3.41,5.14,364331.81,436905.8125,365015.4688,388835.1875,284.06,300.45,225.72,267
4,18004.17,18476.18,18560.8,17986.72,16533.11,0.83,0.78,0.78,1.15,0.45,0.74,1.31,1.6,2.13,1.27,9.55,8.67,10.05,9.61,5.99,9256.42,9390.94,9075.02,7776.64,8266.28,12.81,13.18,13.29,12.01,12.9,14.93,14.06,14.34,14.53,5.28,6.2,7.58,8.76,9.67,8.84,956778.75,1026043.063,864911.1875,1062660.25,48.28,58.05,39.22,60.17
4,3720,4258,3755,1799,327,0.79,0.8,0.82,0.72,0.66,1.4,2.28,1.38,-3.53,1.93,15.27,15.83,17.5,20.07,11.6,37216,34697,36916,30858,32351,9.06,9.55,8.57,1.96,2.59,1.12,1.15,1.12,1.07,1.01,7.75,11.85,7.42,-19.12,12.12,2639370.5,3125905.25,2741746,3019842.25,123.54,120.6,80.39,88.31
4,5417.2,4937.9,5343.7,5592.5,6588.9,3.28,2.68,2.78,2.53,2.95,4.23,1.77,6.12,7.25,5.69,19.58,14.52,12.5,17.67,20.79,739.3,739,738,737.5,715.2,30.32,24.43,23.34,21.32,21.13,4.58,3.88,4.03,3.67,4.21,33.59,9.99,32.69,36.51,34.16,717595.63,486739.5,525782.75,378290.8125,307,371.74,504.27,622.45
4,2596.2,1171.3,1327,1355.3,2319,1.03,0.77,0.8,0.84,1.12,0.82,1.88,1.9,1.22,-0.12,14.07,15.89,15.91,16.93,14.36,6132.5,6315.6,6136.1,6139.8,6033.8,20.29,20.48,18.82,19.75,18.67,1.58,1.23,1.28,1.28,1.55,7.13,10.07,10.56,7.13,-1.11,454432.88,503584.625,420839.75,846203.625,96.82,102.39,87.04,90.53
3,425.72,355.32,410.12,500.75,402.71,2.03,1.76,1.89,2.19,1.81,1.1,1.44,1.37,1.21,1.12,18.74,18.96,21.62,24.62,25.47,114,113.4,113.6,111.5,45,24.55,24.25,22.83,21.37,21.27,2.19,1.92,2.03,2.37,1.94,13.46,16.41,15.65,14.27,13.49,366849.16,360768.5313,353708.9375,434094.5938,100.03,125.49,138.18,170.87
4,1489.89,1680.51,1996.35,1801.99,1952.39,1.28,1.4,1.74,1.6,1.58,52.23,58.2,60.94,69.78,47.97,13.59,16.24,17.26,17.21,11.75,684.04,691.22,689.62,683.68,682.09,48.7,44.36,42.16,42.34,40.13,3.25,3.58,4.09,3.49,3.76,11.17,11.68,11.71,12.87,11.1,10242.6,11228.51953,9658.84375,12469.2002,3348,3783.27,2691.4,3170
5,90,8335,-1576,-1690,420,0.58,2.67,0.4,0.42,0.57,0.46,0.48,0.3,-0.26,0.02,33.62,38.82,43.28,52.55,50.95,9660,18668,20747,20916,20377,7.97,7.39,2.55,1,0.56,1.03,3,0.86,0.84,1.05,7.19,7.29,5.46,-4.73,0.49,1019312.94,1075521.375,980658.25,1275536.25,126.8,140.35,123.02,136.78
4,2760,4621,4599,4273,5297,1.12,1.85,1.85,1.62,1.98,0.67,0.67,0.72,-0.05,0.65,29.56,28.57,30.43,26.69,25.55,4766,5749,5657,5961,7018,18.01,18,16.19,13.04,13.23,1.83,2.78,2.76,2.32,2.74,12.96,11.89,12.94,-0.76,11.85,810524.56,824654,769230.25,852472,82.01,85.29,84.93,87.21
4,-512.3,-307.9,-113.9,50.9,322.6,0.37,0.37,0.4,0.39,0.49,1.15,2.41,1.55,1.34,0.89,16.28,17.29,16.71,19.22,11.87,6188.2,5864.8,5851.8,4053.7,6862.9,8.13,8.95,8.76,12.98,12.56,0.91,0.95,0.98,1.01,1.06,5.1,9.47,6.34,5.36,4.26,413764.03,484241.7188,447375.6875,398822.1875,146.52,166.52,106.69,138.14
4,1988.84,4521.31,3980.75,1570.03,1807.82,1.01,1.84,1.48,0.83,0.88,3.2,3.22,2.64,1.59,2.86,14.17,14.34,15.37,17.59,11.3,5301.51,7107.85,9239.69,9900.64,9271.3,24.44,25.59,24.19,22.53,21.52,1.56,2.43,1.96,1.38,1.49,11.15,11.24,10.16,5.85,9.92,282801.22,320523.8125,296068.9688,328751,166.63,206.91,130.77,182.98
4,2011.85,2043.71,2370.87,2193.61,2003.13,0.85,0.98,1.03,1.13,0.89,0.33,0.12,1.63,1.17,-1.24,28.89,29.65,25.75,27.23,17.09,2786.2,3570.1,3903.96,3536.72,5211.33,31.55,29.14,29.24,29.14,17.75,1.76,2.05,1.99,2.12,1.66,5.46,2.17,19.13,13.74,-23.01,911713.88,848339.5625,784849.75,1167216.625,87.81,99.21,54.67,61.58
4,3297,3409,3566,2942,3051,2.55,2.58,2.72,1.67,1.69,0.65,0.77,0.91,0.81,0.89,29.91,34.07,36.38,37.54,33.04,6611,6651,6650,6646,6655,64.91,62.77,60.93,61.31,63.55,4.05,4.17,4.39,2.63,2.77,21.44,23.98,27.34,22.94,27.58,538938.13,740359.9375,623890.875,576996.375,114.18,133.13,126.79,137.66
4,-4582,-5059,-4411,-3201,-5269,0.24,0.22,0.27,0.27,0.2,1.07,1.1,1.02,0.88,1.11,17.38,17.19,17.56,17.02,17.87,41705,42176,42957,42334,42021,12.74,13.03,12.88,12.96,12.73,0.66,0.62,0.66,0.74,0.64,8.19,8.55,7.87,6.32,8.56,4302093.5,2531030,3186192.75,5438772.5,76.09,78.47,85.93,106.01
3,13834,35166,3055,719,-1742,1.16,1.63,0.85,0.82,0.76,1.79,2.82,1.89,4.14,1.32,10.6,9.85,11.07,9.85,8.05,48705,72039,65433,68158,69453,49.88,48.3,40.87,50.12,49.42,1.36,1.83,1.09,1.02,0.96,8.75,13.04,9.27,16.85,6.69,1490868.75,1644433.125,1424278.5,1628711.75,141.38,134.1,114.82,119.7
5,805,863,1510,1265,2535,0.77,0.77,0.78,0.74,1.2,0.93,1.07,0.96,0.9,6.15,15.98,16.49,17.75,19.77,11.12,4980,4956,4804,4787,6625,29.05,27.92,28.08,27.21,55.36,1.2,1.22,1.39,1.31,1.69,6.71,7.55,6.91,6.4,48.73,895803.81,590997.6875,636315.125,798241,79.19,92.35,49.93,76.81
5,679,310,2309,2303,2088,0.49,0.44,0.48,0.51,0.38,2.06,2.26,1.93,1.79,1,23.64,23.97,25.24,23.94,20.64,3521,3522,7926,7864,7921,24.26,29.23,8.93,10.29,10.25,1.42,1.14,1.49,1.57,1.41,14.06,14.37,9.68,8.13,4.69,578383.69,468358,456078.3125,1006154.375,184.96,211.72,184,172
3,-3346.8,-2900.6,-2642,-2883.4,-2388.1,0.3,0.3,0.32,0.32,0.35,0.74,0.95,0.86,0.96,0.75,16.5,16.27,16.65,15.68,15.75,15021.1,14490,14729.1,14252.5,14038.5,23.18,26.56,27.65,29.5,28.24,0.55,0.59,0.62,0.61,0.64,10.64,13.7,13.01,13.14,10.86,1280613.38,1340465.125,1143374,1706295.625,54.18,52.59,57.7,61.48
3,2177.77,2168.33,2082.11,2018.83,1922.1,5.71,6.08,6.32,5.91,5.32,0.48,1.35,0.52,0.54,0.6,20.84,17.96,18.67,19.98,15.29,992.23,992.58,1056.07,1054.12,1052,36.2,43.83,41.71,45.05,49.65,6.46,6.84,7.08,6.6,5.95,24.08,66.04,26.29,26.5,28.69,1050901.88,1063322.75,1103252,938827.8125,60.2,60.24,53.47,60.4
3,1104.9,993.3,1048.9,940,996.2,1.15,1.09,1.15,1.08,1.1,2.91,2.22,0.07,2.68,1.14,20.57,18.84,19.14,23.84,17.01,2231.1,2240.5,2256.9,2622.1,2393.6,59.08,79.4,68.75,92.92,72.74,1.59,1.51,1.54,1.45,1.57,20.88,15.7,0.47,18.44,7.86,273282.78,265049.7813,252957.1563,224289,159.39,204.25,157.41,210.99
4,-14127,-14030,-13267,-11955,-9117,0.24,0.23,0.23,0.28,0.43,1.1,2.22,2.32,1.71,-0.84,8.86,8.88,8.32,8.16,5.01,17511,16371,16404,17255,22971,32.25,33.67,32.58,32.82,25.74,0.34,0.34,0.34,0.41,0.53,6.97,11.51,11.9,9.61,-6.22,7885627.5,6007592,8335732.5,5255412,58.7,57.66,22.32,27.72
3,6141,6265,6528,6334,5602,1.39,1.39,1.46,1.4,1.23,0.17,0.09,0.34,-1.88,-1.16,17.08,15.71,14.64,20.35,5.34,11471,11436,11429,11503,10851,19.61,14.47,12.66,-12.9,-27.99,2.22,2.26,2.39,2.3,2.11,2.65,1.26,5.32,-31.84,-20.19,4138219,4876154.5,4985884.5,3599858.75,23.03,25.39,7.91,12.57
4,424.24,591.43,788.96,843.76,801.1,0.9,1.09,1.52,1.5,1.51,0.48,1.49,1.63,1.07,0.45,29.66,32.46,33.53,31.4,23.47,3393.79,3347.16,3204.45,3202.35,3217.13,10.39,10.86,11.24,11.41,11.37,1.64,1.89,2.47,2.58,2.68,6.35,14.88,15.2,11.89,5.74,339193.53,345267.5313,328016.875,491796.5938,139.76,141.85,103.17,120.82
4,1249.23,1104.69,1102.19,1576.47,1151.5,2.5,2.12,2.21,3.07,2.01,0.5,0.33,0.71,1.39,0.43,31.96,22.95,23.82,33.19,22.78,921.02,1093.46,1090.18,1642.13,1648.12,2.91,4.5,5.7,7.75,7.73,3.87,3.44,3.45,4.21,3.14,9.03,5.1,10.29,18.57,6.4,559709.63,718545,617681.875,502575.1875,68.97,111.64,82.61,110.3
3,742.3,832.7,732.4,804,999.7,0.24,0.23,0.22,0.23,0.24,0.9,0.64,0.74,0.72,0.99,28.53,28.72,28.36,28.49,20.53,853.6,796.4,983.8,986.1,990.6,44.01,41.57,43.01,43.17,41.35,1.11,1.17,1.15,1.17,1.19,30.33,23.5,26.63,26.11,31.02,1036139.94,1073384.5,1067264.5,1149962,85.31,84.81,65.29,76.59
5,940.42,1104.1,1016.77,714.75,481.64,1.4,1.26,1.18,1.19,1.02,1.44,1.7,1.42,1.47,1.39,76.85,80.37,92.27,90.36,97.45,12398.36,12267.77,12259.68,13287.32,13079.58,5.4,6.33,6.19,6.32,5.95,1.56,1.59,1.55,1.33,1.26,8.66,10.36,8.65,8.82,8.22,240733.59,230557.5781,232876.1563,226258.5938,518.18,584.48,652.22,718.41
4,1622,2004,2420,1251,2951,0.33,0.36,0.38,0.38,0.53,5.08,5.07,5.52,-2.43,5.18,12.54,14.73,18.62,16.22,14.32,15190,15164,15390,14339,15579,39.61,38.12,32,26.44,25.31,1.18,1.25,1.29,1.13,1.29,10.54,10.18,11.01,-4.69,10.07,269433.63,300680.9688,255724.0938,287456.8125,325.2,375.83,332.33,309.97
5,497,483,419,181,370,0.63,0.6,0.59,0.56,0.59,0.29,0.31,0.29,0.09,0.43,71.85,80.49,70.55,80.7,51.21,11855,11952,12088,12194,12573,3.35,3.56,3.66,3,3.54,1.14,1.14,1.12,1.05,1.09,2.16,2.19,2.06,0.55,2.98,373141.19,414246.4375,341030.9688,331328.5938,160.9,155,117.14,141.52
4,-3857,-3469,-3371,-3350,-3219,0.35,0.25,0.23,0.28,0.52,0.6,1.07,-1.39,-0.97,0.83,14.49,11.68,9.82,11.76,8.77,29168,29240,27903,28042,29971,42,41.7,13.56,-12.3,-8.33,0.62,0.56,0.56,0.59,0.71,25.52,38.44,-48.04,-37.67,30.76,2654126.25,2840789.5,2561959.25,2105999,48.78,49.83,37.28,39.4
3,1733,1545,5247,3732,2146,0.94,0.89,0.68,0.63,0.37,0.84,0.84,-1.08,-1.5,-2.49,12.95,10.14,13.73,25.95,6.93,11024,10976,48753,40011,39743,19.24,18.1,4.41,-4.4,-18.01,1.23,1.2,1.33,1.25,1.18,15.76,14.37,-13.96,-18.13,-31.4,7765717,6430022.5,7863358,5122769,49.28,45.05,13.44,17.78
4,-4,-12,-75,-209,-186,0.48,0.49,0.48,0.46,0.42,2.14,2.28,2.52,3.13,1.66,24.79,22.1,20.8,23.69,17.06,1868,1853,1657,1406,1492,34.89,36.55,33.71,34.28,32.44,1,0.99,0.94,0.85,0.85,10.79,11.3,12.04,14.18,8.46,156911.56,192610.2656,156728.4531,184552,217.04,258.01,191.85,255.04
4,-3024,-2852,-2613,-2979,-1956,0.63,0.67,0.67,0.59,0.57,-0.69,1.23,2.77,0.52,-9.24,29.39,29.31,32.52,26.11,13.62,4288,4291,5463,5589,7377,10.63,14.97,11.81,14,-19.93,0.72,0.76,0.75,0.72,0.8,-3.95,5.8,11.5,2.77,-58.9,1656732.88,1458381.625,1519522.75,1685020.25,135.12,108.74,52.83,84.89
3,1931,1743,1341,987,689,1.43,1.32,1.28,1.18,1.09,1,1.62,0.43,1.03,1.23,18.11,18.03,17.8,21.49,14.34,1706,1793,1726,1794,1988,62.42,69.46,71.02,95.93,134.79,1.56,1.45,1.42,1.31,1.2,15.93,24.87,8.33,17.72,19.73,1231690.75,1076356.5,1027252.438,1389669.375,62.41,61.55,39.6,43.55
4,3274,3550,2242,4312,4171,0.61,0.65,0.52,0.78,0.85,2.19,2.7,2.85,1.83,0.42,8.11,8.81,9.4,9.85,5.59,11459,11984,13601,13551,14847,43,33.94,36.66,37.07,31.12,1.47,1.47,1.3,1.83,1.76,9.31,11.09,11.06,7.48,1.89,713481.88,778483.875,656637.75,1026789.625,87.42,91.31,49.88,66.96
4,-761,-658.5,-474.3,-661.4,-584.2,0.53,0.5,0.59,0.51,0.58,0.28,0.37,0.1,0.51,1.23,58.89,61.07,54.16,56.04,44.45,5596.3,5257.8,5052.4,5125.5,5607.6,4.98,5.52,4.73,6.12,10.51,0.64,0.66,0.71,0.66,0.7,10.48,13.19,3.61,18.13,44.87,653177.94,740779.875,627731.625,768439.1875,64.62,76.24,64.47,75.85
4,2822.2,2760,2797.4,2900.7,2881.6,1.93,1.87,2.02,2.03,2,1.91,2.21,2.28,2.15,2.16,24.49,28.24,27.04,27.67,23.4,3790.8,3819.7,3326,3705.8,3706,15.59,15.63,16.06,16.83,17.26,2.36,2.28,2.54,2.59,2.59,19.26,21.94,22.04,21.09,21.56,310036.13,392913.0625,329529.75,458425.5938,230.58,225.9,193.86,247.42
4,566.5,631.1,669.1,717.1,633.1,1.94,2.1,2.13,2.22,1.94,0.75,0.9,0.76,0.86,1.01,37.96,40.52,45.48,46.11,43.16,273.1,272.6,268.4,329.3,327.3,16.35,16.77,16.19,16.28,18.23,2.88,3.02,3,3.1,2.84,12.49,14.07,12.34,13.58,15.12,538561.56,254681.1563,338483.7188,282739.5938,124,152.22,161.3,229.73
4,1126.7,1017.83,1211.5,934.1,1259.5,0.55,0.53,0.56,0.54,0.59,-0.04,0.58,0.48,0.71,0.58,18.46,17.51,16.98,17.82,12.5,5211.81,4877.8,5004.3,4702.4,5017.4,3.19,3.51,3.58,5.09,4.55,1.35,1.32,1.38,1.29,1.42,-0.28,4.66,4.55,5.73,5.78,393263.72,450725.375,382491.875,593297.1875,73.74,80,49.09,58.68
5,-27,-350,-537,-305,-11,0.72,0.56,0.52,0.67,0.64,2.06,-1.01,1.38,2.06,1.74,22.96,20.52,16.94,17.56,9.35,2647,2622,2610,3167,2913,9.73,7.83,6.17,6.22,5.68,0.99,0.86,0.78,0.88,0.99,15.57,-7.09,9.51,12.96,14.09,688615.63,664687.1875,645770.4375,563554,146.52,158.11,76.24,96.8
4,2104.7,1705.1,2000.1,1188.2,1372.3,0.63,0.55,0.63,0.56,0.58,-0.05,-0.33,0.37,0.04,0.04,12.56,9.52,15.48,14.63,9.89,14025.1,13590.4,13323.5,12974.8,12920.1,1.92,0.29,0.4,0.14,0.54,1.51,1.37,1.43,1.21,1.26,-1,-5.91,6.41,0.64,0.79,2290405.75,2337009.75,2234924.25,2029202.625,19.49,20.87,14.04,15.93
3,559.4,627.68,732.4,860.34,753.56,1.74,1.84,2.17,1.88,1.96,1.03,1.31,1.06,1.95,0.54,35.86,38.83,41.95,47.64,47.63,102.53,107.55,107.83,608.46,549.34,16.55,16.47,16.03,14.79,13.76,2.11,2.24,2.55,2.24,2.4,27.19,29.77,26.01,34.11,15.1,234001.64,275643.4063,224872.9531,255869.5938,209.51,254.59,242.46,297.97
4,-504,-338,-232,500,431,0.68,0.71,0.77,1.13,1.16,1.22,1.67,1.59,1.88,0.74,15.88,18.23,18.94,19.33,15.89,4777,4535,4545,5328,4590,13.95,13.61,13.35,15.75,14.45,0.78,0.82,0.88,1.25,1.38,8.67,11.57,10.99,13.14,5.43,368441.78,429798.4688,416216.6875,366720.8125,103.26,105.68,78.69,116.04
3,640,721,802,949,878,0.9,0.96,1.05,1.17,1.08,0.44,0.77,0.36,0.65,0.21,21.13,21.18,19.85,22.17,19.91,2603,2709,2580,2562,2546,20.57,21.19,18.46,14.01,12.84,1.44,1.47,1.55,1.63,1.55,6.39,10.33,5.02,8.61,3.38,415176.59,418240.0313,381492.5625,587247.8125,82.84,79.8,65.19,65.42
4,1483.18,1571.1,1211.48,1069.18,945.12,2.19,2.12,1.78,1.64,1.52,0.51,0.4,0.26,0.49,0.48,29.37,36.74,33.9,32.97,27.56,581.18,1180.14,1171.82,1172.54,1338.42,12.69,12.38,10.69,11.45,11.35,2.58,2.52,2.21,2.04,1.93,11.96,8.87,5.73,10.7,10.42,1068150.63,1085273.875,1005368.563,1119622.75,74.5,73.99,63.96,69.91
4,6680.18,6532.55,6632.9,6862.69,7656.5,0.54,0.32,0.37,0.58,0.87,0.59,0.86,0.99,1.23,0.75,7.66,8.73,10.14,10.7,5.79,3345.05,3070.21,3088.55,3183.02,3822.73,21.87,19.28,18.35,19.59,19.94,4.43,4.32,4.32,4.28,4.67,8.35,9.68,10.08,11.13,8.88,1044522.25,1148392.375,1105668.125,1077091.625,31.94,39.31,21.7,32.88
4,1091.13,973.73,855.67,840.55,918.06,0.66,0.6,0.41,0.26,0.56,3.64,3.28,2.77,2.25,3.91,31.74,30.07,21.12,21.19,14.38,0,1865.83,1892,1929.43,1938.35,36.64,36.85,38.3,37.9,37.93,2.32,1.93,1.8,1.67,1.81,10.1,11.03,9.68,7.71,9.66,487360.59,433695.2188,422123.25,503152,344.95,250.95,188.68,203.59
5,-2774,-2475,-4359,-3001,-602,0.55,0.54,0.52,0.52,0.6,1.09,1.49,1.17,1.34,1.54,9.13,8.94,10.24,13.11,9.92,95550,91923,89678,89002,92319,-0.35,8.93,9.01,10.87,11.57,0.95,0.95,0.92,0.94,0.99,2.31,3.05,2.36,2.61,3.01,1799439.13,2160865.25,1812611.5,1668203.375,55.57,73.86,56.22,64.7
4,609.2,221.7,530.1,488.9,667.9,0.75,0.58,0.71,0.72,0.83,0.6,0.98,0.76,0.75,0.78,13.71,16.31,15.57,19.09,11.92,2700.5,2594.9,2521.3,2357.2,2569.2,17.35,18.03,18.09,18.76,19.83,1.49,1.13,1.39,1.35,1.54,6.38,9.12,7.24,7.08,7.78,322473.09,383944.5,357063.0625,418487.8125,56.52,65.89,40.62,62.69
5,1755,1485,593,-167,847,0.39,0.38,0.49,0.42,0.49,0.31,0.11,0.09,2.87,0.01,37.53,42.92,36.95,39.66,31.2,9494,9801,11200,10351,10604,22.1,16.26,12.12,41.59,37.22,1.39,1.31,1.14,0.97,1.21,17.01,5.85,4.65,137.56,0.43,2705457.75,2517110.25,2306936,3182892.75,42.62,45.35,32.88,35.38
4,3156.7,645.1,549.6,221.6,1324.5,1.85,0.86,0.82,0.75,1.11,0.44,0.47,0.56,0.52,0.07,31.55,30.57,25.53,27.88,22.56,5952.1,6398.8,6233.1,6542.3,6283.9,50.53,41.59,39.89,9.58,7.77,2.2,1.23,1.19,1.06,1.62,10.32,9.36,11.13,9.63,2.45,648720.5,586282.9375,556528.875,716634,80.98,76.83,57.25,68.15
4,1762,1836,1656,1657,2693,0.48,0.51,0.48,0.46,0.61,1.17,1.86,1.01,1.52,1,11.13,13,15.2,15.84,10.88,12374,12586,11932,12247,12661,16.08,16.62,15.04,14.72,14.11,1.38,1.33,1.3,1.3,1.61,4.08,6.21,3.39,5.15,3.34,852227.31,927980.0625,837649.4375,755407.375,82.63,90.15,56.45,58.45
4,782.1,872.6,898.3,969.3,1539.4,1.26,1.38,1.45,1.68,1.14,0.23,0.22,0.2,0.13,-0.13,19.17,25,21.87,35.22,22.4,1691.6,1689.1,1656.7,1669.5,3557,16.59,15.42,13.35,8.97,1.44,2.27,2.48,2.51,2.69,2.11,7.59,7.14,6.92,4.26,-4.6,1324306.88,1154358.75,1022681.875,1588248,34.49,36.28,25.43,28.46
